trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.8, 'e': 0.15723716631362761}",25,20,7.337032508815685,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.8, 'e': 0.15567263036799731}",20,0,-11.132834880248158,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
187,False,"{'a': 0.8, 'e': 0.1541236618151314}",35,0,44.23736001020483,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.8, 'e': 0.15259010575688386}",25,5,28.326105865815293,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8, 'e': 0.15107180883637084}",20,9,19.890841887771703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8, 'e': 0.14956861922263504}",20,4,27.99272887959596,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8, 'e': 0.14808038659546244}",25,0,-1.523774385678118,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
192,False,"{'a': 0.8, 'e': 0.14660696213035015}",25,10,25.862786226207675,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8, 'e': 0.14514819848362373}",20,13,11.170391605541095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8, 'e': 0.14370394977770293}",30,4,36.59378122233986,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8, 'e': 0.14227407158651359}",30,10,26.13617851083134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8, 'e': 0.140858420921045}",30,0,45.20817793523534,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.8, 'e': 0.13945685621505094}",20,0,29.659381036175613,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.8, 'e': 0.13806923731089282}",25,11,26.312961268579464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 0.13669542544552385}",20,5,20.6739698217241,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8, 'e': 0.1353352832366127}",20,12,16.635741267870078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8, 'e': 0.13398867466880493}",20,0,33.37034133977366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.8, 'e': 0.13265546508012172}",25,11,7.065025337869356,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 0.13133552114849303}",30,3,41.51863378824015,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 0.13002871087842591}",20,2,25.514876177932294,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8, 'e': 0.12873490358780423}",25,10,24.261284168849226,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 0.12745396989482075}",25,15,19.41127389358391,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.8, 'e': 0.12618578170503877}",25,15,15.42889811483754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8, 'e': 0.12493021219858241}",20,6,21.38907854752671,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8, 'e': 0.12368713581745483}",20,9,18.796873973440622,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.8, 'e': 0.12245642825298191}",25,14,-3.1246319190139777,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
211,False,"{'a': 0.8, 'e': 0.12123796643338168}",20,7,23.80426564804987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8, 'e': 0.12003162851145673}",20,7,17.37518418649473,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8, 'e': 0.11883729385240965}",30,18,20.209540450403534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 0.11765484302177918}",20,9,22.45131641558015,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 0.11648415777349697}",20,7,20.302350589520454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8, 'e': 0.11532512103806251}",25,5,34.13925093493159,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 0.1141776169108365}",20,0,31.646365322194463,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.8, 'e': 0.11304153064044985}",25,0,-4.8709829338539095,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
219,False,"{'a': 0.8, 'e': 0.11191674861732888}",20,9,22.4872849791116,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8, 'e': 0.11080315836233387}",30,0,44.43736181607635,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8, 'e': 0.10970064851551141}",20,14,10.783356972621139,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8, 'e': 0.10860910882495796}",30,18,15.865369774393711,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 0.10752843013579495}",20,8,18.06189775083565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 0.10645850437925281}",20,9,20.54685170382694,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 0.10539922456186433}",25,13,20.77768012544854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 0.10435048475476499}",20,2,-10.186706090119335,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.8, 'e': 0.1033121800831002}",20,10,17.12337013210468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.8, 'e': 0.10228420671553744}",35,17,36.740928923041345,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 0.1012664618538834}",20,0,26.513130398375004,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.8, 'e': 0.10025884372280371}",30,11,26.95497357514028,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 0.099261251559645658}",20,4,19.368475851434862,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 0.098273585604361544}",20,13,11.496525226744172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 0.097295747089532758}",20,11,17.083423641767084,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 0.096327638230493035}",30,9,34.01480535577965,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 0.095369162215549613}",20,4,21.951568826239416,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 0.094420223196302347}",35,20,-18.577072258783744,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.8, 'e': 0.093480726278058465}",25,9,17.55815977801342,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 0.09255057751034329}",25,10,27.892274942272522,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 0.091629683877504836}",35,25,20.76881206058317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 0.090717953289412512}",25,3,34.42174505807799,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.8, 'e': 0.089815294572247628}",25,14,15.54685891356612,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 0.088921617459386343}",25,16,-26.743392214255167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.8, 'e': 0.088036832582372548}",30,4,38.12242298265772,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.8, 'e': 0.087160851461981298}",25,17,7.785014744341152,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.086293586499370495}",30,9,12.949459721518974,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
246,False,"{'a': 0.8, 'e': 0.085434950967321233}",30,8,34.3185000283726,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 0.084584859001564691}",20,5,16.494326784905823,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.8, 'e': 0.083743225592195963}",25,15,16.48818654376396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 0.082909966575172661}",20,9,21.61967695428806,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 0.0820849986238988}",25,3,21.042446575860126,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 0.081268239240891674}",25,5,28.20723359435749,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.8, 'e': 0.080459606749532439}",30,15,1.6392694754056618,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.8, 'e': 0.079659020285898011}",30,9,35.6191810307665,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 0.078866399790674946}",25,0,38.18628730805592,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.8, 'e': 0.078081666001153127}",20,2,24.325986989371543,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 0.077304740443299741}",30,5,44.61294915989431,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 0.076535545423911513}",25,16,12.73495738521741,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.075774004022845481}",30,18,18.74003247358276,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 0.075020040085326978}",30,10,35.82637448068179,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.074273578214333877}",20,13,12.320980816395355,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.073534543763057097}",25,13,22.55812185186018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 0.072802862827435588}",30,20,15.087104506849514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.0720784622387661}",20,0,29.79893575447645,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.8, 'e': 0.071361269556386053}",20,0,29.123226958143576,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.8, 'e': 0.070651213060429596}",25,16,18.053615879991803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 0.069948221744655356}",25,8,25.160898673958616,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.069252225309345994}",20,6,25.78265016672418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.068563154154277911}",20,0,28.938871101848154,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.8, 'e': 0.067880939371761442}",30,14,27.169482754929845,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.067205512739749756}",25,5,32.26808384070905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.066536806715016855}",30,15,30.092642307849342,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.8, 'e': 0.065874754426402948}",25,12,7.611138834119165,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 0.065219289668127525}",20,3,26.635746100411744,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 0.06457034689316847}",20,6,23.5068543427341,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 0.06392786120670757}",20,11,14.9067353316453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.063291768359640704}",30,20,14.194626908130049,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 0.062662004742153152}",25,7,30.434096197316205,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 0.06203850737735829}",25,12,27.746878965149477,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8, 'e': 0.061421213915000127}",20,6,0.604949541749404,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.8, 'e': 0.060810062625217952}",20,0,34.03611796274741,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.8, 'e': 0.060204992392373542}",25,2,30.323289310068017,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.059605942708939368}",35,2,46.90485343948435,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.059012853669447841}",25,11,17.152241756889328,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.058425665964500828}",35,15,32.83908193991556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.057844320874838456}",20,0,26.561184023216367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.8, 'e': 0.057268760265467358}",20,16,5.216909224644239,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 0.056698926579846903}",20,0,23.08026281819534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.8, 'e': 0.056134762834133725}",25,14,19.77873409417601,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.055576212611483058}",20,7,23.41454242476484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 0.055023220056407231}",35,20,27.91739411605095,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.8, 'e': 0.054475729869189859}",20,9,15.613246815370964,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.8, 'e': 0.053933687300356019}",35,12,32.157750720684845,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 0.053397038145197084}",30,16,21.10135817428051,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 0.052865728738350368}",20,3,29.67658562759619,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 0.052339705948432381}",25,11,21.138853870777336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 0.051818917172725833}",25,11,24.56000543954789,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 0.051303310331919108}",30,16,26.07072198718594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 0.050792833864898503}",20,8,19.880950142079254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8, 'e': 0.050287436723591865}",20,8,20.690900182043727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8, 'e': 0.049787068367863944}",20,0,28.556770271385524,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.8, 'e': 0.04929167876046215}",20,0,17.009637276492985,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
302,False,"{'a': 0.8, 'e': 0.048801218362012962}",20,0,17.459759382397067,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
303,False,"{'a': 0.8, 'e': 0.048315638126067768}",20,0,31.858261731810273,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
304,False,"{'a': 0.8, 'e': 0.047834889494198368}",20,8,17.895459480815745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.8, 'e': 0.047358924391140908}",30,10,14.453822675103527,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
306,False,"{'a': 0.8, 'e': 0.046887695219988486}",30,14,28.10312262298302,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.8, 'e': 0.04642115485743125}",20,2,27.447996050886275,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.8, 'e': 0.045959256649044204}",25,16,7.982926111988956,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.8, 'e': 0.04550195440462157}",20,11,21.043041369893757,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.8, 'e': 0.045049202393557801}",20,13,4.2616035220083495,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.8, 'e': 0.044600955340274535}",25,2,32.903973485879504,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.8, 'e': 0.04415716841969286}",20,12,12.872386414544444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.8, 'e': 0.043717797252750941}",25,5,26.959829752426536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.8, 'e': 0.043282797901965896}",20,11,15.099679037425773,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.8, 'e': 0.042852126867040187}",20,10,16.537954582826384,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.8, 'e': 0.042425741080511385}",25,9,30.127906918801862,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.8, 'e': 0.042003597903445551}",25,0,41.09510249388721,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.8, 'e': 0.041585655121173161}",20,0,34.73658165398596,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.8, 'e': 0.04117187093906774}",20,6,-22.82913404417005,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.8, 'e': 0.040762203978366211}",20,14,11.212702438486025,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.8, 'e': 0.040356613272031147}",30,16,20.038235935522327,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.8, 'e': 0.039955058260653896}",30,0,42.69232816839019,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
323,False,"{'a': 0.8, 'e': 0.039557498788398725}",25,0,25.686109430810504,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.8, 'e': 0.039163895098987066}",25,13,21.277504365847157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.8, 'e': 0.038774207831722009}",20,16,8.620087738849302,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.8, 'e': 0.038388398017552054}",25,15,18.864024281177393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.8, 'e': 0.038006427075174314}",20,3,25.983470635117712,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.8, 'e': 0.0376282568071762}",20,10,17.413686959709246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.8, 'e': 0.037253849396215809}",25,13,21.612853705720457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.8, 'e': 0.036883167401239994}",25,15,21.005729208581922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.8, 'e': 0.036516173753740402}",25,7,30.98157820939812,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.8, 'e': 0.036152831754046412}",20,12,15.98484605178318,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.8, 'e': 0.035793105067655297}",25,11,25.2242029491416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.8, 'e': 0.03543695772159864}",25,17,12.486096830494647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.8, 'e': 0.035084354100845025}",20,15,10.65456224251344,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.8, 'e': 0.034735258944738563}",25,11,23.29834783797642,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.8, 'e': 0.034389637343472709}",20,8,21.56055505527583,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.8, 'e': 0.034047454734599344}",20,11,14.663619997943378,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.8, 'e': 0.033708676899572396}",20,6,23.15963534787078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.8, 'e': 0.03337326996032608}",25,14,13.805240679770497,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.8, 'e': 0.033041200375886932}",20,0,27.485758840112542,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.8, 'e': 0.032712434939019819}",20,1,5.878919506381556,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
343,False,"{'a': 0.8, 'e': 0.03238694077290704}",30,24,10.288512924177661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.8, 'e': 0.032064685327860769}",20,9,20.380577143801354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.8, 'e': 0.031745636378067939}",25,3,32.40511694850149,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.8, 'e': 0.03142976201836771}",25,0,-2.302190791714227,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
347,False,"{'a': 0.8, 'e': 0.031117030661060859}",20,6,23.942260044872018,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.8, 'e': 0.030807411032751076}",20,7,20.63253198183398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.8, 'e': 0.030500872171217483}",20,0,25.488206256652642,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
350,False,"{'a': 0.8, 'e': 0.030197383422318501}",25,11,23.068155045698095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.8, 'e': 0.029896914436926308}",20,13,9.80099125704931,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.8, 'e': 0.029599435167891999}",20,6,20.31220959818818,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.8, 'e': 0.029304915867040746}",20,0,31.30126050018407,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.8, 'e': 0.029013327082197053}",25,16,14.483605364306682,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.8, 'e': 0.028724639654239423}",20,7,-18.955735391014272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.8, 'e': 0.028438824714184505}",25,17,15.894216143272628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.8, 'e': 0.028155853680300096}",20,15,9.872801228537401,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.8, 'e': 0.027875698255247015}",25,10,21.842545564319224,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.8, 'e': 0.027598330423249287}",30,20,-4.131685504812121,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
360,False,"{'a': 0.8, 'e': 0.027323722447292559}",25,14,23.928627736873114,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.8, 'e': 0.027051846866350416}",30,19,-3.389833740889053,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
362,False,"{'a': 0.8, 'e': 0.026782676492638175}",30,6,38.607320929379355,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.8, 'e': 0.026516184408894181}",20,6,27.150976677822683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.8, 'e': 0.026252343965687961}",20,1,30.155636471757063,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.8, 'e': 0.025991128778755347}",20,1,25.685045093488608,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.8, 'e': 0.02573251272635994}",20,12,15.987270950676791,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.8, 'e': 0.025476469946681016}",20,8,24.240879272060365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.8, 'e': 0.025222974835227212}",25,13,19.50104558826813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.8, 'e': 0.024972002042276155}",20,0,29.416632289933116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.8, 'e': 0.024723526470339388}",20,10,19.308588812515943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
